episode,agent0_time,agent0_actions,agent0_reward,agent1_time,agent1_actions,agent1_reward,bounces_1,bounces_2
46,0.4086155891418457,12,1.0,0.4096086025238037,12,-1.0,0.0,0.0
47,0.39107418060302734,12,-1.0,0.39206910133361816,12,1.0,0.0,0.0
48,0.3946959972381592,12,1.0,0.3956904411315918,12,-1.0,0.0,0.0
49,0.4080698490142822,12,1.0,0.40906357765197754,12,-1.0,0.0,0.0
50,0.3932044506072998,12,1.0,0.3941969871520996,12,-1.0,0.0,0.0
51,0.39954042434692383,12,1.0,0.39954042434692383,12,-1.0,0.0,0.0
52,0.4103231430053711,12,1.0,0.4113478660583496,12,-1.0,0.0,0.0
53,0.39325928688049316,12,1.0,0.39325928688049316,12,-1.0,0.0,0.0
54,0.3980288505554199,12,-1.0,0.3980288505554199,12,1.0,0.0,0.0
55,0.40938758850097656,10,-1.0,0.40938758850097656,10,1.0,0.0,0.0
56,0.4117140769958496,10,-1.0,0.41270995140075684,10,1.0,0.0,0.0
57,0.41079163551330566,10,1.0,0.41079163551330566,10,-1.0,0.0,0.0
58,1.0924718379974365,26,-1.0,1.0934700965881348,26,1.0,0.0,1.0
59,0.4082314968109131,10,-1.0,0.4091224670410156,10,1.0,0.0,0.0
60,0.4257352352142334,10,-1.0,0.4257352352142334,10,1.0,0.0,0.0
61,0.4087791442871094,10,1.0,0.4097721576690674,10,-1.0,0.0,0.0
62,1.0891056060791016,26,1.0,1.0901057720184326,26,-1.0,1.0,0.0
63,0.4146547317504883,10,1.0,0.4156501293182373,10,-1.0,0.0,0.0
64,0.40920209884643555,10,-1.0,0.40920209884643555,10,1.0,0.0,0.0
65,0.4278590679168701,10,-1.0,0.4278590679168701,10,1.0,0.0,0.0
66,0.40898919105529785,10,-1.0,0.40995287895202637,10,1.0,0.0,0.0
67,0.408646821975708,10,1.0,0.408646821975708,10,-1.0,0.0,0.0
68,0.4099140167236328,10,1.0,0.4099140167236328,10,-1.0,0.0,0.0
69,0.4267547130584717,10,-1.0,0.4277472496032715,10,1.0,0.0,0.0
70,0.40915679931640625,10,1.0,0.4100475311279297,10,-1.0,0.0,0.0
71,0.42551517486572266,10,1.0,0.42453765869140625,10,-1.0,0.0,0.0
72,0.40820932388305664,10,-1.0,0.40911078453063965,10,1.0,0.0,0.0
73,0.4260575771331787,10,1.0,0.4270505905151367,10,-1.0,0.0,0.0
74,1.0915250778198242,26,-1.0,1.0915250778198242,26,1.0,0.0,1.0
75,0.40885019302368164,10,-1.0,0.40984344482421875,10,1.0,0.0,0.0
76,0.42718958854675293,10,-1.0,0.42818164825439453,10,1.0,0.0,0.0
77,0.4106144905090332,10,1.0,0.4106144905090332,10,-1.0,0.0,0.0
78,0.42435646057128906,10,-1.0,0.42435646057128906,10,1.0,0.0,0.0
79,0.41145777702331543,10,-1.0,0.41245341300964355,10,1.0,0.0,0.0
80,0.41355371475219727,10,1.0,0.4144401550292969,10,-1.0,0.0,0.0
81,0.4258401393890381,10,1.0,0.4258401393890381,10,-1.0,0.0,0.0
82,0.409808874130249,10,1.0,0.4107093811035156,10,-1.0,0.0,0.0
83,0.4121389389038086,10,-1.0,0.4121389389038086,10,1.0,0.0,0.0
84,0.4271888732910156,10,1.0,0.42818164825439453,10,-1.0,0.0,0.0
85,0.4091784954071045,10,1.0,0.4091784954071045,10,-1.0,0.0,0.0
86,0.4118931293487549,10,-1.0,0.41394591331481934,10,1.0,0.0,0.0
87,0.3734779357910156,9,-1.0,0.374373197555542,9,1.0,0.0,0.0
88,0.40918803215026855,10,1.0,0.4101831912994385,10,-1.0,0.0,0.0
89,0.4251840114593506,10,1.0,0.4251840114593506,10,-1.0,0.0,0.0
90,0.4265727996826172,10,1.0,0.4275646209716797,10,-1.0,0.0,0.0
91,0.4096057415008545,10,-1.0,0.41057300567626953,10,1.0,0.0,0.0
92,0.4081380367279053,10,1.0,0.4081380367279053,10,-1.0,0.0,0.0
93,0.4228403568267822,10,1.0,0.4228403568267822,10,-1.0,0.0,0.0
94,0.40899157524108887,10,1.0,0.40899157524108887,10,-1.0,0.0,0.0
95,0.42634081840515137,10,-1.0,0.4273386001586914,10,1.0,0.0,0.0
96,0.4336256980895996,10,-1.0,0.4336256980895996,10,1.0,0.0,0.0
97,0.3747568130493164,9,1.0,0.3747568130493164,9,-1.0,0.0,0.0
98,0.40785861015319824,10,1.0,0.40885233879089355,10,-1.0,0.0,0.0
99,0.4099743366241455,10,1.0,0.4109683036804199,10,-1.0,0.0,0.0
100,0.4259486198425293,10,-1.0,0.4259486198425293,10,1.0,0.0,0.0
101,0.4095950126647949,10,-1.0,0.41058945655822754,10,1.0,0.0,0.0
102,0.42830586433410645,10,1.0,0.4291973114013672,10,-1.0,0.0,0.0
103,0.3738729953765869,9,1.0,0.3738729953765869,9,-1.0,0.0,0.0
104,0.4096393585205078,10,-1.0,0.4096393585205078,10,1.0,0.0,0.0
105,0.42526960372924805,10,-1.0,0.42616868019104004,10,1.0,0.0,0.0
106,0.40963172912597656,10,1.0,0.4106287956237793,10,-1.0,0.0,0.0
107,0.42582106590270996,10,-1.0,0.42671751976013184,10,1.0,0.0,0.0
108,0.41378188133239746,10,1.0,0.414675235748291,10,-1.0,0.0,1.0
109,0.409334659576416,10,1.0,0.409334659576416,10,-1.0,0.0,0.0
110,0.41125965118408203,10,1.0,0.41215085983276367,10,-1.0,0.0,0.0
111,0.4266226291656494,10,-1.0,0.4266226291656494,10,1.0,0.0,0.0
112,1.0732026100158691,26,1.0,1.074195146560669,26,-1.0,1.0,0.0
113,0.42691636085510254,10,-1.0,0.42691636085510254,10,1.0,0.0,0.0
114,0.41659116744995117,10,-1.0,0.41659116744995117,10,1.0,0.0,0.0
115,0.40801262855529785,10,1.0,0.40900540351867676,10,-1.0,0.0,0.0
116,0.4086012840270996,10,-1.0,0.40959882736206055,10,1.0,0.0,0.0
117,0.42425537109375,10,1.0,0.42425537109375,10,-1.0,0.0,0.0
118,0.41249799728393555,10,1.0,0.4134945869445801,10,-1.0,0.0,0.0
119,1.0937020778656006,26,-1.0,1.094695806503296,26,1.0,0.0,1.0
120,0.42429399490356445,10,1.0,0.42429399490356445,10,-1.0,0.0,0.0
121,0.40940403938293457,10,-1.0,0.40940403938293457,10,1.0,0.0,0.0
122,0.4187180995941162,10,-1.0,0.4187180995941162,10,1.0,0.0,0.0
123,0.40797972679138184,10,1.0,0.40897679328918457,10,-1.0,0.0,0.0
124,0.4259955883026123,10,-1.0,0.4259955883026123,10,1.0,0.0,0.0
125,0.40938687324523926,10,1.0,0.40938687324523926,10,-1.0,0.0,0.0
126,0.42620205879211426,10,1.0,0.42620205879211426,10,-1.0,0.0,0.0
127,0.41004014015197754,10,1.0,0.41004014015197754,10,-1.0,0.0,0.0
128,0.40819406509399414,10,1.0,0.40819406509399414,10,-1.0,0.0,0.0
129,0.42839527130126953,10,1.0,0.42939233779907227,10,-1.0,0.0,0.0
130,0.4653158187866211,11,1.0,0.4663107395172119,11,-1.0,0.0,1.0
131,0.40862226486206055,10,1.0,0.4096200466156006,10,-1.0,0.0,0.0
132,0.4264030456542969,10,1.0,0.4264030456542969,10,-1.0,0.0,0.0
133,0.40762829780578613,10,1.0,0.40862584114074707,10,-1.0,0.0,0.0
134,0.4270646572113037,10,-1.0,0.4270646572113037,10,1.0,0.0,0.0
135,0.4094719886779785,10,-1.0,0.4094719886779785,10,1.0,0.0,0.0
136,0.41052913665771484,10,1.0,0.4115273952484131,10,-1.0,0.0,0.0
137,1.7727022171020508,43,-1.0,1.7735910415649414,43,1.0,1.0,1.0
138,0.4089822769165039,10,-1.0,0.4089822769165039,10,1.0,0.0,0.0
139,1.4464061260223389,35,1.0,1.447404146194458,35,-1.0,1.0,1.0
140,0.428358793258667,10,1.0,0.42935609817504883,10,-1.0,0.0,0.0
141,1.7528290748596191,42,1.0,1.7528290748596191,42,-1.0,1.0,1.0
142,0.42706727981567383,10,-1.0,0.4280233383178711,10,1.0,0.0,0.0
143,0.4079575538635254,10,-1.0,0.4089536666870117,10,1.0,0.0,0.0
144,2.9774019718170166,71,1.0,2.9783713817596436,71,-1.0,1.0,0.0
145,1.0737884044647217,26,1.0,1.0737884044647217,26,-1.0,1.0,0.0
146,0.411376953125,10,1.0,0.4133760929107666,10,-1.0,0.0,0.0
147,0.374589204788208,9,1.0,0.37548327445983887,9,-1.0,0.0,0.0
148,0.4228556156158447,10,1.0,0.42385268211364746,10,-1.0,0.0,0.0
149,0.4084923267364502,10,-1.0,0.4094858169555664,10,1.0,0.0,0.0
150,0.42551660537719727,10,1.0,0.42551660537719727,10,-1.0,0.0,0.0
151,0.4091479778289795,10,1.0,0.4091479778289795,10,-1.0,0.0,0.0
152,0.42505693435668945,10,1.0,0.4259200096130371,10,-1.0,0.0,0.0
153,0.41324758529663086,10,1.0,0.4142446517944336,10,-1.0,0.0,0.0
154,0.40848231315612793,10,1.0,0.40848231315612793,10,-1.0,0.0,0.0
155,0.4274168014526367,10,-1.0,0.42830586433410645,10,1.0,0.0,0.0
156,1.0741465091705322,26,-1.0,1.0741465091705322,26,1.0,0.0,1.0
157,1.8060288429260254,43,-1.0,1.8060288429260254,43,1.0,1.0,1.0
158,0.4158639907836914,10,-1.0,0.4158639907836914,10,1.0,0.0,0.0
159,0.41115665435791016,10,1.0,0.41115665435791016,10,-1.0,0.0,0.0
160,1.805417776107788,43,-1.0,1.805417776107788,43,1.0,1.0,1.0
161,0.4083409309387207,10,1.0,0.4083409309387207,10,-1.0,0.0,0.0
162,0.4291090965270996,10,-1.0,0.4300997257232666,10,1.0,0.0,0.0
163,1.0749101638793945,26,1.0,1.0759038925170898,26,-1.0,1.0,0.0
164,0.4125082492828369,10,1.0,0.4125082492828369,10,-1.0,0.0,0.0
165,0.4262857437133789,10,1.0,0.4271867275238037,10,-1.0,0.0,0.0
166,0.41187334060668945,10,1.0,0.41286253929138184,10,-1.0,0.0,0.0
167,1.0821576118469238,25,1.0,1.0831544399261475,25,-1.0,1.0,0.0
168,0.4087057113647461,10,-1.0,0.4096980094909668,10,1.0,0.0,0.0
169,0.426119327545166,10,-1.0,0.426119327545166,10,1.0,0.0,0.0
170,0.40912723541259766,10,1.0,0.40912723541259766,10,-1.0,0.0,0.0
171,1.7549469470977783,42,1.0,1.7558634281158447,42,-1.0,1.0,1.0
172,0.40936279296875,10,-1.0,0.41033411026000977,10,1.0,0.0,0.0
173,0.42542314529418945,10,-1.0,0.42632007598876953,10,1.0,0.0,0.0
174,0.4087224006652832,10,1.0,0.4087224006652832,10,-1.0,0.0,0.0
175,0.40852999687194824,10,1.0,0.4095280170440674,10,-1.0,0.0,0.0
176,0.4769759178161621,11,-1.0,0.4769759178161621,11,1.0,1.0,0.0
177,0.4111287593841553,10,-1.0,0.4111287593841553,10,1.0,0.0,0.0
178,0.40690183639526367,10,-1.0,0.4078991413116455,10,1.0,0.0,0.0
179,0.4155583381652832,10,1.0,0.41652941703796387,10,-1.0,0.0,0.0
180,1.0903034210205078,26,1.0,1.0912814140319824,26,-1.0,1.0,0.0
181,0.41170525550842285,10,1.0,0.41170525550842285,10,-1.0,0.0,0.0
182,0.4244999885559082,10,-1.0,0.42539215087890625,10,1.0,0.0,0.0
183,2.96631121635437,71,-1.0,2.9673094749450684,71,1.0,0.0,1.0
184,0.408233642578125,10,1.0,0.4092273712158203,10,-1.0,0.0,0.0
185,1.089324712753296,26,-1.0,1.090320110321045,26,1.0,0.0,1.0
186,0.4093751907348633,10,1.0,0.4102668762207031,10,-1.0,0.0,0.0
187,0.41060590744018555,10,-1.0,0.41159844398498535,10,1.0,0.0,0.0
188,1.0913112163543701,26,-1.0,1.0923044681549072,26,1.0,0.0,1.0
189,0.4107177257537842,10,1.0,0.4107177257537842,10,-1.0,0.0,0.0
190,1.0895776748657227,26,-1.0,1.0905747413635254,26,1.0,0.0,1.0
191,0.40807557106018066,10,-1.0,0.4090690612792969,10,1.0,0.0,0.0
192,1.0927135944366455,26,-1.0,1.0937097072601318,26,1.0,0.0,1.0
193,0.4096360206604004,10,1.0,0.4096360206604004,10,-1.0,0.0,0.0
194,0.42508721351623535,10,-1.0,0.42508721351623535,10,1.0,0.0,0.0
195,1.0905377864837646,26,-1.0,1.0905377864837646,26,1.0,0.0,1.0
196,0.4145174026489258,10,-1.0,0.4155104160308838,10,1.0,0.0,0.0
197,0.4100823402404785,10,1.0,0.41108012199401855,10,-1.0,0.0,0.0
198,0.42641448974609375,10,1.0,0.4273097515106201,10,-1.0,0.0,0.0
199,1.0723035335540771,26,-1.0,1.073298454284668,26,1.0,0.0,1.0
200,1.0858712196350098,26,-1.0,1.0858712196350098,26,1.0,0.0,1.0
201,1.7567198276519775,42,-1.0,1.7577173709869385,42,1.0,1.0,1.0
202,1.0735878944396973,26,-1.0,1.0735878944396973,26,1.0,0.0,1.0
203,1.748100757598877,42,1.0,1.749098300933838,42,-1.0,1.0,1.0
204,2.472712993621826,59,-1.0,2.472712993621826,59,1.0,1.0,2.0
205,1.0760586261749268,26,-1.0,1.0760586261749268,26,1.0,0.0,1.0
206,1.089303731918335,26,1.0,1.090301513671875,26,-1.0,1.0,0.0
207,1.8049447536468506,43,1.0,1.8059654235839844,43,-1.0,1.0,1.0
208,0.40978002548217773,10,1.0,0.4107985496520996,10,-1.0,0.0,0.0
209,0.42745161056518555,10,1.0,0.42745161056518555,10,-1.0,0.0,0.0
210,1.0729727745056152,26,1.0,1.0729727745056152,26,-1.0,1.0,0.0
211,1.0851094722747803,26,-1.0,1.0860891342163086,26,1.0,0.0,1.0
212,1.090625524520874,26,1.0,1.090625524520874,26,-1.0,1.0,0.0
213,0.40881943702697754,10,-1.0,0.40881943702697754,10,1.0,0.0,0.0
214,1.0901527404785156,26,-1.0,1.0911223888397217,26,1.0,0.0,1.0
215,0.4270768165588379,10,-1.0,0.4270768165588379,10,1.0,0.0,0.0
216,1.0755412578582764,26,-1.0,1.0755412578582764,26,1.0,0.0,1.0
217,0.4309229850769043,10,1.0,0.4309229850769043,10,-1.0,0.0,0.0
218,1.090717077255249,26,1.0,1.0917177200317383,26,-1.0,1.0,0.0
219,1.073293685913086,26,1.0,1.073293685913086,26,-1.0,1.0,0.0
220,0.42499804496765137,10,1.0,0.4259917736053467,10,-1.0,0.0,1.0
221,1.0731983184814453,26,-1.0,1.0731983184814453,26,1.0,0.0,1.0
222,0.4180424213409424,10,1.0,0.4190375804901123,10,-1.0,0.0,0.0
223,0.37398314476013184,9,-1.0,0.37398314476013184,9,1.0,0.0,0.0
224,0.4112846851348877,10,1.0,0.412278413772583,10,-1.0,0.0,0.0
225,1.7937519550323486,43,-1.0,1.7937519550323486,43,1.0,1.0,1.0
226,1.0901381969451904,26,1.0,1.0901381969451904,26,-1.0,1.0,0.0
227,0.4088411331176758,10,1.0,0.4098331928253174,10,-1.0,0.0,0.0
228,1.0919280052185059,26,1.0,1.0919280052185059,26,-1.0,1.0,0.0
229,0.4135105609893799,10,-1.0,0.4145042896270752,10,1.0,0.0,0.0
230,0.4090590476989746,10,-1.0,0.4090590476989746,10,1.0,0.0,0.0
231,0.4270169734954834,10,-1.0,0.4280095100402832,10,1.0,0.0,0.0
232,0.40970849990844727,10,-1.0,0.40970849990844727,10,1.0,0.0,0.0
233,1.0913593769073486,26,-1.0,1.092261552810669,26,1.0,0.0,1.0
234,0.40647292137145996,10,1.0,0.40735840797424316,10,-1.0,0.0,0.0
235,0.4079775810241699,10,1.0,0.4089488983154297,10,-1.0,0.0,1.0
236,1.8070449829101562,43,-1.0,1.8080434799194336,43,1.0,1.0,1.0
237,0.40892910957336426,10,1.0,0.4089529514312744,10,-1.0,0.0,0.0
238,1.09083890914917,26,-1.0,1.0918323993682861,26,1.0,0.0,1.0
239,1.7885291576385498,51,1.0,1.7894978523254395,51,-1.0,1.0,1.0
240,1.7564616203308105,53,1.0,1.7564616203308105,53,-1.0,1.0,1.0
241,0.4089796543121338,12,-1.0,0.40997767448425293,12,1.0,0.0,0.0
242,0.3923349380493164,12,1.0,0.3933277130126953,12,-1.0,0.0,0.0
243,0.4085242748260498,12,-1.0,0.40941476821899414,12,1.0,0.0,0.0
244,0.40756797790527344,12,1.0,0.40856146812438965,12,-1.0,0.0,0.0
245,1.1056976318359375,33,1.0,1.1057004928588867,33,-1.0,1.0,0.0
246,1.0754351615905762,32,-1.0,1.0764715671539307,32,1.0,0.0,1.0
247,0.3933553695678711,12,1.0,0.3933553695678711,12,-1.0,0.0,0.0
248,0.40938544273376465,12,-1.0,0.40938544273376465,12,1.0,0.0,0.0
249,0.39373254776000977,12,-1.0,0.3947269916534424,12,1.0,0.0,0.0
250,1.1085145473480225,33,1.0,1.1085145473480225,33,-1.0,1.0,0.0
251,0.39110469818115234,12,-1.0,0.39110469818115234,12,1.0,0.0,0.0
252,0.4081568717956543,12,-1.0,0.40912771224975586,12,1.0,0.0,0.0
253,0.3947322368621826,12,1.0,0.3957648277282715,12,-1.0,0.0,0.0
254,0.40766119956970215,12,-1.0,0.40766119956970215,12,1.0,0.0,0.0
255,0.401996374130249,12,1.0,0.40299487113952637,12,-1.0,0.0,0.0
256,1.0553793907165527,32,-1.0,1.0563435554504395,32,1.0,0.0,1.0
257,0.40874552726745605,12,1.0,0.4097433090209961,12,-1.0,0.0,0.0
258,1.7510688304901123,53,1.0,1.7510688304901123,53,-1.0,1.0,1.0
259,0.41071581840515137,12,1.0,0.4117119312286377,12,-1.0,0.0,0.0
260,1.0621063709259033,32,1.0,1.0640969276428223,32,-1.0,1.0,0.0
261,0.40959668159484863,12,-1.0,0.4104959964752197,12,1.0,0.0,0.0
262,0.3915534019470215,12,-1.0,0.3925313949584961,12,1.0,0.0,0.0
263,0.4085042476654053,12,-1.0,0.40939950942993164,12,1.0,0.0,0.0
264,0.3908400535583496,12,-1.0,0.3918342590332031,12,1.0,0.0,0.0
265,0.40975427627563477,12,1.0,0.40975427627563477,12,-1.0,0.0,0.0
266,0.3920254707336426,12,1.0,0.39291954040527344,12,-1.0,0.0,0.0
267,0.3947329521179199,12,-1.0,0.39572572708129883,12,1.0,0.0,0.0
268,1.7706859111785889,53,1.0,1.771679401397705,53,-1.0,1.0,1.0
269,0.40768003463745117,12,1.0,0.40768003463745117,12,-1.0,0.0,0.0
270,0.4004812240600586,12,-1.0,0.4004812240600586,12,1.0,0.0,0.0
271,0.39173388481140137,12,1.0,0.39173388481140137,12,-1.0,0.0,0.0
272,0.40791893005371094,12,-1.0,0.40888166427612305,12,1.0,0.0,0.0
273,0.4075338840484619,12,-1.0,0.4065670967102051,12,1.0,0.0,0.0
274,0.39043188095092773,12,-1.0,0.39131951332092285,12,1.0,0.0,0.0
275,0.415729284286499,12,-1.0,0.41669273376464844,12,1.0,0.0,0.0
276,0.40807294845581055,12,-1.0,0.40906691551208496,12,1.0,0.0,0.0
277,1.090566873550415,33,1.0,1.090566873550415,33,-1.0,1.0,0.0
278,0.4082775115966797,12,-1.0,0.4092702865600586,12,1.0,0.0,0.0
279,0.3919999599456787,12,-1.0,0.3919999599456787,12,1.0,0.0,0.0
280,0.40859270095825195,12,-1.0,0.4095897674560547,12,1.0,0.0,0.0
281,0.39206957817077637,12,1.0,0.39206957817077637,12,-1.0,0.0,0.0
282,1.7736072540283203,53,1.0,1.7746047973632812,53,-1.0,1.0,1.0
283,1.0900006294250488,33,-1.0,1.0909712314605713,33,1.0,0.0,1.0
284,1.1069555282592773,33,1.0,1.107947587966919,33,-1.0,1.0,0.0
285,0.3904147148132324,12,-1.0,0.39140868186950684,12,1.0,0.0,0.0
286,1.7757594585418701,53,1.0,1.7757594585418701,53,-1.0,1.0,1.0
287,0.39549946784973145,12,-1.0,0.3945021629333496,12,1.0,0.0,0.0
288,1.108330488204956,33,-1.0,1.108330488204956,33,1.0,0.0,1.0
289,0.39108920097351074,12,1.0,0.3919808864593506,12,-1.0,0.0,0.0
290,0.4083712100982666,12,1.0,0.4083712100982666,12,-1.0,0.0,0.0
291,1.7551078796386719,53,1.0,1.7561054229736328,53,-1.0,1.0,1.0
292,1.7821109294891357,53,-1.0,1.783118724822998,53,1.0,1.0,1.0
293,1.06109619140625,32,-1.0,1.06109619140625,32,1.0,0.0,1.0
294,1.0920662879943848,33,1.0,1.0920662879943848,33,-1.0,1.0,0.0
295,0.40855884552001953,12,-1.0,0.40855884552001953,12,1.0,0.0,0.0
296,1.0889499187469482,33,1.0,1.089864730834961,33,-1.0,1.0,0.0
297,1.1080482006072998,33,1.0,1.1090466976165771,33,-1.0,1.0,0.0
298,0.3922598361968994,12,1.0,0.3931591510772705,12,-1.0,0.0,0.0
299,0.4082469940185547,12,1.0,0.4092400074005127,12,-1.0,0.0,0.0
300,1.770226001739502,53,-1.0,1.771122932434082,53,1.0,1.0,1.0
301,0.39142441749572754,12,-1.0,0.39231276512145996,12,1.0,0.0,0.0
302,0.3938789367675781,12,1.0,0.39476895332336426,12,-1.0,0.0,0.0
303,1.1110663414001465,33,-1.0,1.1110663414001465,33,1.0,0.0,1.0
304,1.0920953750610352,33,1.0,1.0920953750610352,33,-1.0,1.0,0.0
305,1.1056602001190186,33,1.0,1.1065490245819092,33,-1.0,1.0,0.0
306,0.39350390434265137,12,1.0,0.39447450637817383,12,-1.0,0.0,0.0
307,1.1074206829071045,33,1.0,1.1083173751831055,33,-1.0,1.0,0.0
308,0.3914148807525635,12,1.0,0.3914148807525635,12,-1.0,0.0,0.0
309,1.1052641868591309,33,1.0,1.1052641868591309,33,-1.0,1.0,0.0
310,1.0906600952148438,33,1.0,1.091653823852539,33,-1.0,1.0,0.0
311,0.40782737731933594,12,1.0,0.4087097644805908,12,-1.0,0.0,0.0
312,1.0910043716430664,33,1.0,1.09200119972229,33,-1.0,1.0,0.0
313,0.4083888530731201,12,-1.0,0.40927982330322266,12,1.0,0.0,0.0
314,0.39565253257751465,12,-1.0,0.39565253257751465,12,1.0,0.0,0.0
315,4.0356433391571045,121,-1.0,4.036640882492065,121,1.0,1.0,1.0
316,6.770583629608154,203,-1.0,6.771582126617432,203,1.0,1.0,2.0
317,1.0895614624023438,33,-1.0,1.0895297527313232,33,1.0,0.0,1.0
318,0.40875697135925293,12,1.0,0.40875697135925293,12,-1.0,0.0,0.0
319,1.7583284378051758,53,1.0,1.7583284378051758,53,-1.0,1.0,1.0
320,1.1091868877410889,33,-1.0,1.1091868877410889,33,1.0,0.0,1.0
321,1.0892589092254639,33,1.0,1.0902302265167236,33,-1.0,1.0,0.0
322,1.1118464469909668,33,-1.0,1.1118464469909668,33,1.0,0.0,1.0
323,1.0704381465911865,32,1.0,1.0714313983917236,32,-1.0,1.0,0.0
324,1.1043357849121094,33,-1.0,1.1043357849121094,33,1.0,0.0,1.0
325,1.102790117263794,33,1.0,1.1037588119506836,33,-1.0,1.0,0.0
326,1.1023147106170654,33,-1.0,1.103278398513794,33,1.0,0.0,1.0
327,1.0693235397338867,32,-1.0,1.0693235397338867,32,1.0,0.0,1.0
328,1.1029467582702637,33,-1.0,1.1029467582702637,33,1.0,0.0,1.0
329,1.102935791015625,33,-1.0,1.102935791015625,33,1.0,0.0,1.0
330,1.1035902500152588,33,1.0,1.1035902500152588,33,-1.0,1.0,0.0
331,0.3906557559967041,12,-1.0,0.3916294574737549,12,1.0,0.0,0.0
332,4.026600122451782,121,1.0,4.027569770812988,121,-1.0,1.0,1.0
333,4.04053807258606,121,-1.0,4.0415356159210205,121,1.0,1.0,1.0
334,1.1043787002563477,33,1.0,1.1043787002563477,33,-1.0,1.0,0.0
335,1.0863819122314453,33,-1.0,1.0863819122314453,33,1.0,0.0,1.0
336,1.1033227443695068,33,-1.0,1.1043195724487305,33,1.0,0.0,1.0
337,1.7667038440704346,53,-1.0,1.7667038440704346,53,1.0,1.0,1.0
338,1.1036393642425537,33,-1.0,1.1046395301818848,33,1.0,0.0,1.0
339,1.1029443740844727,33,1.0,1.1039414405822754,33,-1.0,1.0,0.0
