episode,time,actions,reward,bounces_1,bounces_2
110,2.9694669246673584,71,1.0,1.0,0.0
111,1.2215180397033691,29,1.0,1.0,1.0
112,1.0856735706329346,26,1.0,1.0,0.0
113,1.0683090686798096,26,-1.0,0.0,1.0
114,1.222252368927002,29,1.0,1.0,1.0
115,0.42391300201416016,10,-1.0,0.0,0.0
116,0.4067397117614746,10,-1.0,0.0,0.0
117,1.0853900909423828,26,-1.0,0.0,1.0
118,1.085540771484375,26,1.0,1.0,0.0
119,1.0763471126556396,26,-1.0,0.0,1.0
120,1.0862047672271729,26,-1.0,0.0,1.0
121,1.2218589782714844,29,1.0,1.0,1.0
122,0.40798258781433105,10,-1.0,0.0,0.0
123,1.0872046947479248,26,-1.0,0.0,1.0
124,1.085433006286621,26,-1.0,0.0,1.0
125,2.002650022506714,48,-1.0,1.0,1.0
126,0.40691709518432617,10,-1.0,0.0,0.0
127,0.4258155822753906,10,-1.0,0.0,0.0
128,1.0688300132751465,26,-1.0,1.0,1.0
129,1.0869643688201904,26,-1.0,0.0,1.0
130,0.4240853786468506,10,-1.0,0.0,0.0
131,0.4075918197631836,10,-1.0,0.0,0.0
132,1.0852138996124268,26,-1.0,0.0,1.0
133,1.0851502418518066,26,-1.0,0.0,1.0
134,1.0868747234344482,26,-1.0,0.0,1.0
135,1.0694735050201416,26,-1.0,0.0,1.0
136,1.0855133533477783,26,-1.0,0.0,1.0
137,0.4252052307128906,10,-1.0,0.0,0.0
138,1.0711169242858887,26,-1.0,0.0,1.0
139,0.42543911933898926,10,-1.0,0.0,0.0
140,0.40720629692077637,10,-1.0,0.0,0.0
141,1.0915884971618652,26,1.0,1.0,0.0
142,1.071958303451538,26,-1.0,0.0,1.0
143,1.088181972503662,26,-1.0,0.0,1.0
144,2.9754936695098877,71,1.0,1.0,0.0
145,2.955791473388672,71,1.0,1.0,0.0
146,1.0889081954956055,26,-1.0,0.0,1.0
147,0.40787816047668457,10,-1.0,0.0,0.0
148,0.42545604705810547,10,-1.0,0.0,0.0
149,1.0738050937652588,26,-1.0,0.0,1.0
150,0.4241490364074707,10,-1.0,0.0,0.0
151,0.41028594970703125,10,-1.0,0.0,0.0
152,0.4250664710998535,10,-1.0,0.0,0.0
153,1.0813860893249512,26,-1.0,0.0,1.0
154,0.40711379051208496,10,-1.0,0.0,0.0
155,2.4470794200897217,59,-1.0,1.0,2.0
156,0.4253668785095215,10,-1.0,0.0,0.0
157,1.0708425045013428,26,1.0,1.0,0.0
158,0.42562413215637207,10,-1.0,0.0,0.0
159,0.40969324111938477,10,-1.0,0.0,0.0
160,1.0899264812469482,26,1.0,1.0,0.0
161,2.962730884552002,71,1.0,1.0,0.0
162,1.090754747390747,26,-1.0,0.0,1.0
163,1.0739717483520508,26,-1.0,0.0,1.0
164,1.801631212234497,43,1.0,1.0,1.0
165,2.9725263118743896,71,1.0,1.0,0.0
166,0.459531307220459,11,-1.0,1.0,0.0
167,0.42417049407958984,10,-1.0,0.0,0.0
168,0.40703797340393066,10,-1.0,0.0,0.0
169,0.4239168167114258,10,-1.0,0.0,0.0
170,1.0703952312469482,26,-1.0,0.0,1.0
171,0.42438650131225586,10,-1.0,0.0,0.0
172,1.0861327648162842,26,-1.0,0.0,1.0
173,1.0712101459503174,26,-1.0,0.0,1.0
174,0.42403745651245117,10,-1.0,0.0,0.0
175,1.085181713104248,26,-1.0,0.0,1.0
176,1.0701680183410645,26,-1.0,0.0,1.0
177,0.4248170852661133,10,-1.0,0.0,0.0
178,1.0849835872650146,26,1.0,1.0,0.0
179,1.0889711380004883,26,-1.0,0.0,1.0
180,0.42898130416870117,10,-1.0,0.0,0.0
181,1.0754876136779785,26,-1.0,0.0,1.0
182,1.0955462455749512,26,1.0,1.0,0.0
183,1.0752265453338623,26,-1.0,0.0,1.0
184,0.40877318382263184,10,-1.0,0.0,0.0
185,0.42439770698547363,10,-1.0,0.0,0.0
186,1.088672399520874,26,-1.0,0.0,1.0
187,0.40813708305358887,10,-1.0,0.0,0.0
188,1.090329647064209,26,-1.0,0.0,1.0
189,0.4084768295288086,10,-1.0,0.0,0.0
190,1.088808298110962,26,-1.0,0.0,1.0
191,0.4168093204498291,10,-1.0,0.0,0.0
192,1.7526845932006836,42,-1.0,1.0,1.0
193,0.3741316795349121,9,-1.0,0.0,0.0
194,0.4071030616760254,10,-1.0,0.0,0.0
195,1.0908324718475342,26,-1.0,0.0,1.0
196,1.0913093090057373,26,-1.0,0.0,1.0
197,1.0890204906463623,26,-1.0,0.0,1.0
198,0.4101862907409668,10,-1.0,0.0,0.0
199,1.087373971939087,26,-1.0,0.0,1.0
200,1.0952167510986328,26,1.0,1.0,0.0
201,1.0702881813049316,26,-1.0,0.0,1.0
202,1.0917859077453613,26,-1.0,0.0,1.0
203,0.4096403121948242,10,-1.0,0.0,0.0
204,0.42623376846313477,10,-1.0,0.0,0.0
205,0.40866827964782715,10,-1.0,0.0,0.0
206,0.426285982131958,10,-1.0,0.0,0.0
207,1.2070584297180176,29,1.0,1.0,1.0
208,0.4240987300872803,10,-1.0,0.0,0.0
209,0.40771484375,10,-1.0,0.0,0.0
210,1.0900568962097168,26,-1.0,0.0,1.0
211,1.0716125965118408,26,1.0,1.0,0.0
212,1.0900239944458008,26,-1.0,0.0,1.0
213,55.1657509803772,1324,-1.0,1.0,2.0
214,0.35678648948669434,9,-1.0,0.0,0.0
215,1.0877554416656494,26,-1.0,1.0,1.0
216,0.4078092575073242,10,-1.0,0.0,0.0
217,1.0884900093078613,26,1.0,1.0,0.0
218,1.0784327983856201,26,-1.0,0.0,1.0
219,1.09018874168396,26,-1.0,0.0,1.0
220,0.4072699546813965,10,-1.0,0.0,0.0
221,1.0867857933044434,26,1.0,1.0,0.0
222,1.0874600410461426,26,-1.0,0.0,1.0
223,1.086855411529541,26,1.0,1.0,0.0
224,0.4082162380218506,10,-1.0,0.0,0.0
225,1.0888760089874268,26,-1.0,0.0,1.0
226,1.0728139877319336,26,-1.0,0.0,1.0
227,0.42643165588378906,10,-1.0,0.0,0.0
228,1.0741419792175293,26,1.0,1.0,0.0
229,1.09415602684021,26,-1.0,0.0,1.0
230,0.4075777530670166,10,-1.0,0.0,0.0
231,1.0862226486206055,26,-1.0,0.0,1.0
232,0.40831875801086426,10,-1.0,0.0,0.0
233,1.0874760150909424,26,1.0,1.0,0.0
234,1.1416528224945068,27,-1.0,1.0,1.0
235,1.0749449729919434,26,1.0,1.0,0.0
236,1.0903499126434326,26,-1.0,1.0,1.0
237,0.4074068069458008,10,1.0,0.0,0.0
238,1.091296911239624,26,-1.0,0.0,1.0
239,1.0712761878967285,26,-1.0,0.0,1.0
240,1.0874273777008057,26,-1.0,0.0,1.0
241,2.807121515274048,67,-1.0,1.0,2.0
242,1.0727272033691406,26,-1.0,0.0,1.0
243,1.0951855182647705,26,-1.0,0.0,1.0
244,1.0725946426391602,26,-1.0,0.0,1.0
245,1.089599847793579,26,-1.0,0.0,1.0
246,1.085899829864502,26,-1.0,1.0,1.0
247,1.0861358642578125,26,-1.0,0.0,1.0
248,1.0877552032470703,26,-1.0,0.0,1.0
249,0.4081299304962158,10,-1.0,0.0,0.0
250,4.133898735046387,99,-1.0,1.0,2.0
251,0.42508840560913086,10,-1.0,0.0,0.0
252,1.0875811576843262,26,1.0,1.0,0.0
253,1.071833848953247,26,-1.0,0.0,1.0
254,1.088315725326538,26,-1.0,0.0,1.0
255,1.8025627136230469,43,-1.0,1.0,1.0
256,1.0715720653533936,26,-1.0,0.0,1.0
257,2.00590181350708,48,-1.0,1.0,1.0
258,4.130541563034058,99,-1.0,1.0,2.0
259,0.40729784965515137,10,-1.0,0.0,0.0
260,2.4502766132354736,59,-1.0,1.0,2.0
261,1.0946235656738281,26,-1.0,0.0,1.0
262,0.4077599048614502,10,-1.0,0.0,0.0
263,0.4243953227996826,10,-1.0,0.0,0.0
264,0.40780162811279297,10,-1.0,0.0,0.0
265,0.4248032569885254,10,-1.0,0.0,0.0
266,1.209306001663208,29,1.0,1.0,1.0
267,0.40765380859375,10,-1.0,0.0,0.0
268,0.42907214164733887,10,-1.0,0.0,0.0
269,0.4074697494506836,10,-1.0,0.0,0.0
270,1.087221622467041,26,-1.0,0.0,1.0
271,1.087454080581665,26,-1.0,0.0,1.0
272,1.0761003494262695,26,-1.0,0.0,1.0
273,1.0868191719055176,26,-1.0,0.0,1.0
274,1.0708458423614502,26,-1.0,0.0,1.0
275,1.2273972034454346,29,1.0,1.0,1.0
276,1.0722897052764893,26,-1.0,0.0,1.0
277,3.1321685314178467,75,1.0,2.0,2.0
278,1.0877938270568848,26,-1.0,0.0,1.0
279,1.0883986949920654,26,-1.0,0.0,1.0
280,1.0867860317230225,26,1.0,1.0,0.0
281,1.0717790126800537,26,-1.0,0.0,1.0
282,2.4497454166412354,59,-1.0,1.0,2.0
283,0.4157102108001709,10,-1.0,0.0,0.0
284,0.42710089683532715,10,-1.0,0.0,0.0
285,1.0729360580444336,26,-1.0,0.0,1.0
286,1.2129161357879639,29,1.0,1.0,1.0
287,0.42523837089538574,10,-1.0,0.0,0.0
288,1.0887172222137451,26,1.0,1.0,0.0
289,1.0899133682250977,26,-1.0,0.0,1.0
290,1.208702564239502,29,1.0,1.0,1.0
291,1.2243027687072754,29,1.0,1.0,1.0
292,0.4239165782928467,10,-1.0,0.0,0.0
293,0.4262654781341553,10,-1.0,0.0,0.0
294,1.088878870010376,26,-1.0,0.0,1.0
295,1.087928056716919,26,1.0,1.0,0.0
296,0.42418956756591797,10,-1.0,0.0,0.0
297,0.40813755989074707,10,-1.0,0.0,0.0
298,1.22306489944458,29,1.0,1.0,1.0
299,1.0709965229034424,26,-1.0,0.0,1.0
300,0.4248628616333008,10,-1.0,0.0,0.0
301,0.4082057476043701,10,-1.0,0.0,0.0
302,0.42477941513061523,10,-1.0,0.0,0.0
303,0.40774059295654297,10,-1.0,0.0,0.0
304,2.4521961212158203,59,-1.0,1.0,2.0
305,1.088413953781128,26,-1.0,0.0,1.0
306,1.2108631134033203,29,1.0,1.0,1.0
307,1.086540699005127,26,-1.0,0.0,1.0
308,1.0726912021636963,26,-1.0,0.0,1.0
309,1.0876662731170654,26,-1.0,0.0,1.0
310,1.091341495513916,26,-1.0,0.0,1.0
311,2.468445062637329,59,-1.0,1.0,2.0
312,1.228668451309204,29,1.0,1.0,1.0
313,1.7893595695495605,43,1.0,1.0,1.0
314,0.42654943466186523,10,-1.0,0.0,0.0
315,1.0722219944000244,26,1.0,1.0,0.0
316,2.97452712059021,71,1.0,2.0,1.0
317,0.4065709114074707,10,-1.0,0.0,0.0
318,1.7520883083343506,42,1.0,1.0,1.0
319,0.4252936840057373,10,-1.0,0.0,0.0
320,0.4085114002227783,10,-1.0,0.0,0.0
321,1.0872673988342285,26,-1.0,0.0,1.0
322,1.072493553161621,26,-1.0,0.0,1.0
323,1.088829517364502,26,-1.0,0.0,1.0
324,1.0904932022094727,26,-1.0,0.0,1.0
325,1.081432580947876,26,-1.0,0.0,1.0
326,0.40819668769836426,10,-1.0,0.0,0.0
327,1.08894944190979,26,-1.0,0.0,1.0
328,1.0712554454803467,26,-1.0,0.0,1.0
329,0.42818260192871094,10,-1.0,0.0,0.0
330,1.0718166828155518,26,-1.0,0.0,1.0
331,0.424389123916626,10,-1.0,0.0,0.0
332,1.0732476711273193,26,1.0,1.0,0.0
333,0.42508363723754883,10,-1.0,0.0,0.0
334,1.071687936782837,26,-1.0,1.0,1.0
335,1.0896244049072266,26,-1.0,0.0,1.0
336,1.08817720413208,26,-1.0,0.0,1.0
337,0.41524767875671387,10,-1.0,0.0,0.0
338,1.0737700462341309,26,-1.0,0.0,1.0
339,1.0797383785247803,26,-1.0,0.0,1.0
340,1.3429672718048096,32,-1.0,1.0,1.0
341,1.0714125633239746,26,-1.0,0.0,1.0
342,1.0882225036621094,26,1.0,1.0,0.0
343,2.463128089904785,59,-1.0,1.0,2.0
344,1.087759017944336,26,-1.0,1.0,1.0
345,1.087280035018921,26,-1.0,0.0,1.0
346,1.3242878913879395,32,-1.0,1.0,1.0
347,1.0886940956115723,26,-1.0,0.0,1.0
348,0.4077441692352295,10,-1.0,0.0,0.0
349,1.0853691101074219,26,-1.0,0.0,1.0
350,0.4081079959869385,10,-1.0,0.0,0.0
351,0.42469048500061035,10,-1.0,0.0,0.0
352,0.40874671936035156,10,-1.0,0.0,0.0
353,1.0864160060882568,26,-1.0,0.0,1.0
354,0.40828800201416016,10,-1.0,0.0,0.0
355,1.0873148441314697,26,1.0,1.0,0.0
356,1.087416172027588,26,-1.0,0.0,1.0
357,1.086850643157959,26,1.0,1.0,0.0
358,0.40773725509643555,10,-1.0,0.0,0.0
359,4.1137049198150635,99,-1.0,1.0,2.0
360,0.4260525703430176,10,-1.0,0.0,0.0
361,0.41039299964904785,10,-1.0,0.0,0.0
362,0.41266870498657227,10,-1.0,0.0,0.0
363,1.0885348320007324,26,-1.0,0.0,1.0
364,0.410280704498291,10,-1.0,0.0,0.0
365,0.41376423835754395,10,-1.0,0.0,0.0
366,0.424638032913208,10,-1.0,0.0,0.0
367,1.0801646709442139,26,-1.0,0.0,1.0
368,2.449711322784424,59,-1.0,1.0,2.0
369,1.0886609554290771,26,1.0,1.0,0.0
370,0.3752565383911133,9,-1.0,0.0,0.0
371,1.0861737728118896,26,-1.0,0.0,1.0
372,1.071134328842163,26,-1.0,0.0,1.0
373,1.0857157707214355,26,1.0,1.0,0.0
374,1.0905334949493408,26,-1.0,0.0,1.0
375,0.40744709968566895,10,-1.0,0.0,0.0
376,0.42462158203125,10,-1.0,0.0,0.0
377,1.0761346817016602,26,-1.0,0.0,1.0
378,1.090116262435913,26,-1.0,0.0,1.0
379,1.0752508640289307,26,-1.0,0.0,1.0
380,1.0910847187042236,26,-1.0,0.0,1.0
381,2.4392611980438232,59,-1.0,1.0,2.0
382,1.0873377323150635,26,-1.0,0.0,1.0
383,1.2076311111450195,29,1.0,1.0,1.0
384,1.0538480281829834,25,-1.0,1.0,1.0
385,1.089646577835083,26,-1.0,0.0,1.0
386,2.451244354248047,59,-1.0,1.0,2.0
387,0.4097177982330322,10,-1.0,0.0,0.0
388,1.0873081684112549,26,-1.0,0.0,1.0
389,1.7398879528045654,42,1.0,1.0,1.0
390,0.4246060848236084,10,-1.0,0.0,0.0
391,1.0874762535095215,26,1.0,1.0,0.0
392,1.793179988861084,43,-1.0,1.0,1.0
393,2.0603034496307373,49,-1.0,1.0,1.0
394,1.0715014934539795,26,-1.0,0.0,1.0
395,2.448972702026367,59,-1.0,1.0,2.0
396,1.7870919704437256,43,1.0,1.0,1.0
397,0.4083585739135742,10,-1.0,0.0,0.0
398,1.8029124736785889,43,1.0,1.0,1.0
399,1.2157995700836182,29,1.0,1.0,1.0
400,1.0898845195770264,26,-1.0,0.0,1.0
401,0.40939998626708984,10,-1.0,0.0,0.0
402,1.222127914428711,29,1.0,1.0,1.0
403,1.0731878280639648,26,-1.0,0.0,1.0
404,1.0871100425720215,26,-1.0,0.0,1.0
405,1.2105693817138672,29,1.0,1.0,1.0
406,1.09916090965271,26,-1.0,0.0,1.0
407,1.0917034149169922,26,-1.0,0.0,1.0
408,1.2255980968475342,29,1.0,1.0,1.0
409,1.0723581314086914,26,-1.0,0.0,1.0
410,1.089026927947998,26,1.0,1.0,0.0
411,1.074754238128662,26,-1.0,0.0,1.0
412,2.4498279094696045,59,-1.0,1.0,2.0
413,0.4278841018676758,10,-1.0,0.0,0.0
414,2.4672887325286865,59,-1.0,1.0,2.0
415,1.2070465087890625,29,1.0,1.0,1.0
416,1.226515531539917,29,1.0,1.0,1.0
417,1.0936572551727295,26,1.0,1.0,0.0
418,1.7559771537780762,42,1.0,1.0,1.0
419,1.2128663063049316,29,1.0,1.0,1.0
420,1.2105584144592285,29,1.0,1.0,1.0
421,1.0885393619537354,26,-1.0,0.0,1.0
422,1.7517037391662598,42,1.0,1.0,1.0
423,1.0728182792663574,26,1.0,1.0,0.0
424,1.090653896331787,26,-1.0,0.0,1.0
425,1.087890863418579,26,-1.0,0.0,1.0
426,1.080834150314331,26,-1.0,0.0,1.0
427,1.0728557109832764,26,-1.0,0.0,1.0
428,1.0894110202789307,26,-1.0,0.0,1.0
429,1.0792546272277832,26,-1.0,0.0,1.0
430,0.4273228645324707,10,-1.0,0.0,0.0
431,0.37328147888183594,9,-1.0,0.0,0.0
432,1.0891501903533936,26,1.0,1.0,0.0
433,1.0709106922149658,26,-1.0,0.0,1.0
434,1.0882606506347656,26,1.0,1.0,0.0
435,1.2260220050811768,29,1.0,1.0,1.0
436,0.42654943466186523,10,-1.0,0.0,0.0
437,1.0735218524932861,26,-1.0,0.0,1.0
438,1.0927882194519043,26,-1.0,0.0,1.0
439,1.0889897346496582,26,-1.0,0.0,1.0
440,1.2124271392822266,29,1.0,1.0,1.0
441,1.0869007110595703,26,-1.0,0.0,1.0
442,0.4142279624938965,10,-1.0,0.0,0.0
443,1.0733299255371094,26,-1.0,0.0,1.0
444,1.0914173126220703,26,1.0,1.0,0.0
445,0.4080832004547119,10,-1.0,0.0,0.0
446,1.0897819995880127,26,-1.0,0.0,1.0
447,0.41703200340270996,10,-1.0,0.0,0.0
448,1.0884366035461426,26,-1.0,0.0,1.0
449,1.0723700523376465,26,-1.0,0.0,1.0
450,1.0866692066192627,26,-1.0,0.0,1.0
451,1.0730838775634766,26,-1.0,0.0,1.0
452,1.0892844200134277,26,-1.0,0.0,1.0
453,0.40923118591308594,10,-1.0,0.0,0.0
454,0.42572450637817383,10,-1.0,0.0,0.0
455,0.4126737117767334,10,-1.0,0.0,0.0
456,0.42467498779296875,10,-1.0,0.0,0.0
457,1.0947234630584717,26,1.0,1.0,0.0
458,0.40935325622558594,10,-1.0,0.0,0.0
459,0.427720308303833,10,-1.0,0.0,0.0
460,1.0716345310211182,26,-1.0,0.0,1.0
461,1.0885894298553467,26,-1.0,0.0,1.0
462,1.0898430347442627,26,1.0,1.0,0.0
463,1.2059552669525146,29,1.0,1.0,1.0
464,1.0886719226837158,26,-1.0,0.0,1.0
465,1.0709702968597412,26,1.0,1.0,0.0
466,1.0876741409301758,26,-1.0,0.0,1.0
467,1.0880606174468994,26,-1.0,0.0,1.0
468,0.4065382480621338,10,-1.0,0.0,0.0
469,2.006711006164551,48,-1.0,1.0,1.0
470,1.0721113681793213,26,-1.0,0.0,1.0
471,1.0875539779663086,26,1.0,1.0,0.0
472,1.2278618812561035,29,1.0,1.0,1.0
473,0.40773558616638184,10,-1.0,0.0,0.0
474,4.457821607589722,107,-1.0,2.0,3.0
475,1.0886967182159424,26,1.0,1.0,0.0
476,1.0727219581604004,26,1.0,1.0,0.0
477,1.092423439025879,26,-1.0,0.0,1.0
478,4.134944200515747,99,-1.0,1.0,2.0
479,1.0919506549835205,26,-1.0,0.0,1.0
480,1.212636947631836,29,1.0,1.0,1.0
481,1.2260777950286865,29,1.0,1.0,1.0
482,2.044586420059204,49,-1.0,1.0,1.0
483,1.224247694015503,29,1.0,1.0,1.0
484,1.0735273361206055,26,-1.0,0.0,1.0
485,1.3431613445281982,32,-1.0,1.0,1.0
486,0.40891146659851074,10,-1.0,0.0,0.0
487,1.7559776306152344,42,1.0,1.0,1.0
488,1.0709781646728516,26,-1.0,0.0,1.0
489,1.0950665473937988,26,-1.0,0.0,1.0
490,0.4078369140625,10,-1.0,0.0,0.0
491,1.0913710594177246,26,-1.0,0.0,1.0
492,1.209045171737671,29,1.0,1.0,1.0
493,1.0884020328521729,26,-1.0,0.0,1.0
494,0.409865140914917,10,-1.0,0.0,0.0
495,1.2251851558685303,29,1.0,1.0,1.0
496,1.206895351409912,29,1.0,1.0,1.0
497,1.089301347732544,26,-1.0,0.0,1.0
498,1.089662790298462,26,-1.0,0.0,1.0
499,1.0888237953186035,26,-1.0,0.0,1.0
500,2.010053873062134,48,-1.0,1.0,1.0
501,1.0725681781768799,26,-1.0,0.0,1.0
502,1.0896124839782715,26,-1.0,0.0,1.0
503,1.2099857330322266,29,1.0,1.0,1.0
504,0.4246971607208252,10,-1.0,0.0,0.0
505,0.4080510139465332,10,-1.0,0.0,0.0
506,0.42386627197265625,10,-1.0,0.0,0.0
507,0.4089071750640869,10,-1.0,0.0,0.0
508,1.224830150604248,29,1.0,1.0,1.0
509,1.0799713134765625,26,-1.0,0.0,1.0
510,1.0784544944763184,26,1.0,1.0,0.0
511,1.0903897285461426,26,-1.0,0.0,1.0
512,1.1571741104125977,28,1.0,1.0,1.0
513,1.0897574424743652,26,-1.0,0.0,1.0
514,0.40689873695373535,10,-1.0,1.0,0.0
515,1.223391056060791,29,1.0,1.0,1.0
516,1.2102532386779785,29,1.0,1.0,1.0
517,4.132351875305176,99,-1.0,1.0,2.0
518,1.1385953426361084,27,-1.0,1.0,1.0
519,1.0733132362365723,26,-1.0,0.0,1.0
520,1.171281337738037,28,1.0,1.0,1.0
521,1.087355613708496,26,-1.0,0.0,1.0
522,0.4096994400024414,10,-1.0,0.0,0.0
523,1.2212622165679932,29,1.0,1.0,1.0
524,2.464002847671509,59,-1.0,1.0,2.0
525,2.4665110111236572,59,-1.0,1.0,2.0
526,4.13249945640564,99,-1.0,1.0,2.0
527,0.40918588638305664,10,-1.0,0.0,0.0
528,1.0886023044586182,26,-1.0,0.0,1.0
529,1.208878755569458,29,1.0,1.0,1.0
530,1.0885701179504395,26,1.0,1.0,0.0
531,1.0893168449401855,26,-1.0,0.0,1.0
532,1.2074167728424072,29,1.0,1.0,1.0
533,1.0884394645690918,26,-1.0,0.0,1.0
534,1.0697658061981201,26,-1.0,0.0,1.0
535,1.0869147777557373,26,-1.0,0.0,1.0
536,2.4586405754089355,59,-1.0,1.0,2.0
537,1.0707800388336182,26,-1.0,0.0,1.0
538,1.0891444683074951,26,1.0,1.0,0.0
539,1.0922675132751465,26,-1.0,0.0,1.0
540,1.089665412902832,26,-1.0,0.0,1.0
541,1.1395010948181152,27,-1.0,1.0,1.0
542,0.4091365337371826,10,-1.0,0.0,0.0
543,1.0894484519958496,26,-1.0,0.0,1.0
544,1.0720252990722656,26,-1.0,0.0,1.0
